,gene_ids,feature_types,genome,mt,chromosome,start,end,cnv_called,highly_variable,means,dispersions,dispersions_norm
KLF6,ENSG00000067082.14_2,Gene Expression,GRCh37_liftover_v28,False,chr10,3775996.0,3785281.0,True,False,2.2075007186304383,2.378328049851935,-0.40787718
EEF1B2,ENSG00000114942.13_2,Gene Expression,GRCh37_liftover_v28,False,chr2,206159585.0,206162928.0,True,False,2.2069560777916606,1.7310866727951337,-1.0688441
HMGB1,ENSG00000189403.14_3,Gene Expression,GRCh37_liftover_v28,False,chr13,30456704.0,30617597.0,True,False,2.2056435023000653,2.1117696072424383,-0.68008834
PSAP,ENSG00000197746.13_3,Gene Expression,GRCh37_liftover_v28,False,chr10,71816298.0,71851251.0,True,True,2.2006549643768842,3.2948623473379883,0.5280934
JUNB,ENSG00000171223.5_2,Gene Expression,GRCh37_liftover_v28,False,chr19,12791486.0,12793315.0,True,False,2.1828137156184413,2.7633782196623513,-0.014661513
GZMB,ENSG00000100453.12_3,Gene Expression,GRCh37_liftover_v28,False,chr14,24630954.0,24634267.0,True,True,2.169894733367821,4.152564167022599,1.403984
CD69,ENSG00000110848.8_2,Gene Expression,GRCh37_liftover_v28,False,chr12,9752486.0,9760901.0,True,True,2.1675210674849614,3.3001349978191636,0.5334779
MT2A,ENSG00000125148.6_2,Gene Expression,GRCh37_liftover_v28,False,chr16,56608584.0,56609497.0,True,True,2.160293917684872,3.8098829789611353,1.0540358
MYL12A,ENSG00000101608.12_4,Gene Expression,GRCh37_liftover_v28,False,chr18,3247481.0,3256236.0,True,False,2.1457265279521702,1.8232392429870468,-0.47918248
UBB,ENSG00000170315.13_3,Gene Expression,GRCh37_liftover_v28,False,chr17,16380798.0,16382745.0,True,False,2.1426648007252567,1.7499145294008704,-0.5530137
TMA7,ENSG00000232112.3_2,Gene Expression,GRCh37_liftover_v28,False,chr3,48440257.0,48444208.0,True,False,2.142299842609288,1.5257964623366953,-0.7786798
TYROBP,ENSG00000011600.11_2,Gene Expression,GRCh37_liftover_v28,False,chr19,35904401.0,35908295.0,True,True,2.1276428509692558,3.3787847515772,1.0871075
HSP90B1,ENSG00000166598.14_3,Gene Expression,GRCh37_liftover_v28,False,chr12,103930107.0,103953931.0,True,True,2.123136685939829,3.3395043345244146,1.0475558
FCER1G,ENSG00000158869.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,161215234.0,161220699.0,True,True,2.119281266675673,3.4320343881882565,1.140725
CD7,ENSG00000173762.7_2,Gene Expression,GRCh37_liftover_v28,False,chr17,82314868.0,82317608.0,True,True,2.117053846046435,3.0125158236417184,0.71830875
PABPC1,ENSG00000070756.15_3,Gene Expression,GRCh37_liftover_v28,False,chr8,100685816.0,100722809.0,True,False,2.1120925261298864,1.8654191993492282,-0.43671116
ARHGDIB,ENSG00000111348.8_3,Gene Expression,GRCh37_liftover_v28,False,chr12,14942031.0,14961728.0,True,False,2.1089935350973414,1.8524850218259306,-0.4497347
DDX5,ENSG00000108654.14_4,Gene Expression,GRCh37_liftover_v28,False,chr17,64498254.0,64508199.0,True,False,2.1059084167324187,1.5655031628202731,-0.7386988
OST4,ENSG00000228474.5_2,Gene Expression,GRCh37_liftover_v28,False,chr2,27070472.0,27071654.0,True,False,2.1039461469501233,1.3908298038120035,-0.9145787
UQCRB,ENSG00000156467.9_2,Gene Expression,GRCh37_liftover_v28,False,chr8,96222947.0,96235546.0,True,False,2.101738334731533,1.3453039451107265,-0.960419
JUND,ENSG00000130522.5_3,Gene Expression,GRCh37_liftover_v28,False,chr19,18279694.0,18281622.0,True,False,2.0989095395540884,2.6114300966463633,0.31445262
YBX1,ENSG00000065978.18_3,Gene Expression,GRCh37_liftover_v28,False,chr1,42682418.0,42703805.0,True,False,2.088007435774742,1.561707763159667,-0.74252045
RPL36A,ENSG00000241343.9_4,Gene Expression,GRCh37_liftover_v28,False,chrX,101390824.0,101396155.0,False,False,2.075450636325509,1.9306807666164187,-0.37099883
SRP14,ENSG00000140319.10_2,Gene Expression,GRCh37_liftover_v28,False,chr15,40035690.0,40039181.0,True,False,2.0539114206141402,1.2926114789656578,-1.0134754
COX4I1,ENSG00000131143.8_3,Gene Expression,GRCh37_liftover_v28,False,chr16,85798633.0,85807068.0,True,False,2.0526136962826795,1.2108179391273783,-1.0958339
NFKBIA,ENSG00000100906.10_2,Gene Expression,GRCh37_liftover_v28,False,chr14,35401513.0,35404749.0,True,False,2.0402823083068724,2.6491449819467547,0.35242802
RPS17,ENSG00000182774.11_4,Gene Expression,GRCh37_liftover_v28,False,chr15,82536750.0,82540459.0,True,False,2.0396402991350384,2.2294875614471463,-0.0701281
HNRNPA1,ENSG00000135486.17_3,Gene Expression,GRCh37_liftover_v28,False,chr12,54280193.0,54287088.0,True,False,2.027318718152537,1.7503153414694232,-0.5526101
BTF3,ENSG00000145741.15_3,Gene Expression,GRCh37_liftover_v28,False,chr5,73498408.0,73505667.0,True,False,2.0153043618466264,1.3300987667415145,-0.9757292
HINT1,ENSG00000169567.11_2,Gene Expression,GRCh37_liftover_v28,False,chr5,131155383.0,131224468.0,True,False,2.0118002023380974,1.3556790785053845,-0.9499722
PPIA,ENSG00000196262.13_2,Gene Expression,GRCh37_liftover_v28,False,chr7,44796680.0,44824564.0,True,False,2.011113533229711,1.4945410835267943,-0.81015104
HSPA8,ENSG00000109971.13_5,Gene Expression,GRCh37_liftover_v28,False,chr11,123057489.0,123063230.0,True,False,1.998720427518074,1.8736740794274775,-0.42839926
TOMM7,ENSG00000196683.10_2,Gene Expression,GRCh37_liftover_v28,False,chr7,22812628.0,22822849.0,True,False,1.9893884245409905,1.4416028327492285,-0.86345494
NPM1,ENSG00000181163.13_3,Gene Expression,GRCh37_liftover_v28,False,chr5,171387116.0,171411810.0,True,False,1.9821614987315308,1.439585779146976,-0.8654859
CALM1,ENSG00000198668.10_3,Gene Expression,GRCh37_liftover_v28,False,chr14,90396502.0,90408268.0,True,False,1.9811552927326481,1.5631017428680525,-0.7411168
CST3,ENSG00000101439.8_3,Gene Expression,GRCh37_liftover_v28,False,chr20,23626706.0,23638473.0,True,True,1.9778831077032546,3.557005056770812,1.2665589
EEF2,ENSG00000167658.15_2,Gene Expression,GRCh37_liftover_v28,False,chr19,3976056.0,3985463.0,True,False,1.9736407176249036,1.7723237493155983,-0.5304496
HSPA1A,ENSG00000204389.9_3,Gene Expression,GRCh37_liftover_v28,False,chr6,31815543.0,31817946.0,True,True,1.9720591462571706,3.4946481546095125,1.2037712
NPC2,ENSG00000119655.10_3,Gene Expression,GRCh37_liftover_v28,False,chr14,74476192.0,74494177.0,True,True,1.9661805695836347,2.860612346820518,0.565356
CHCHD2,ENSG00000106153.12_2,Gene Expression,GRCh37_liftover_v28,False,chr7,56101573.0,56106476.0,True,False,1.9630211814212093,1.3589565060696982,-0.94667214
MMP12,ENSG00000262406.2_2,Gene Expression,GRCh37_liftover_v28,False,chr11,102862736.0,102874982.0,True,True,1.9626006971734666,5.029729118774118,2.7494555
ZFP36,ENSG00000128016.5_3,Gene Expression,GRCh37_liftover_v28,False,chr19,39406847.0,39409412.0,True,False,1.9558624780214888,2.4609444391324717,0.16292751
COX7A2,ENSG00000112695.11_3,Gene Expression,GRCh37_liftover_v28,False,chr6,75237675.0,75250323.0,True,False,1.9525147796106284,1.3762452932377442,-0.92926395
ARPC3,ENSG00000111229.15_3,Gene Expression,GRCh37_liftover_v28,False,chr12,110434823.0,110450422.0,True,False,1.9471182612927111,1.3384111371047605,-0.9673594
LAPTM5,ENSG00000162511.7_2,Gene Expression,GRCh37_liftover_v28,False,chr1,30732469.0,30757774.0,True,False,1.9465694686546895,1.9934529644015495,-0.30779305
CD2,ENSG00000116824.4_2,Gene Expression,GRCh37_liftover_v28,False,chr1,116754430.0,116769229.0,True,False,1.939648860916984,2.4816528857653726,0.183779
CORO1A,ENSG00000102879.15_3,Gene Expression,GRCh37_liftover_v28,False,chr16,30182827.0,30189076.0,True,False,1.936869208707991,2.1657069411207175,-0.13434927
NKG7,ENSG00000105374.9_2,Gene Expression,GRCh37_liftover_v28,False,chr19,51371606.0,51372701.0,True,True,1.9366813052191973,3.367809730343026,1.0760567
APOC1,ENSG00000130208.9_3,Gene Expression,GRCh37_liftover_v28,False,chr19,44914247.0,44919349.0,True,True,1.9340176943436027,4.537365605420793,2.253691
KLRB1,ENSG00000111796.3_2,Gene Expression,GRCh37_liftover_v28,False,chr12,9594551.0,9607916.0,True,True,1.9307112901621872,3.4249176046217227,1.1335591
CXCL13,ENSG00000156234.7_2,Gene Expression,GRCh37_liftover_v28,False,chr4,77511753.0,77611834.0,True,True,1.9106561850837847,4.695074305795749,2.4124892
C1QC,ENSG00000159189.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,22643014.0,22648110.0,True,True,1.8941922732566174,3.5660449720609213,1.2756612
ID2,ENSG00000115738.9_2,Gene Expression,GRCh37_liftover_v28,False,chr2,8678845.0,8684461.0,True,False,1.8884276895711913,2.7410528236294183,0.44497067
NDUFA4,ENSG00000189043.9_2,Gene Expression,GRCh37_liftover_v28,False,chr7,10931943.0,10940153.0,True,False,1.8867728514895148,1.2423836892145697,-1.0640502
SLC25A6,ENSG00000169100.13_2,Gene Expression,GRCh37_liftover_v28,False,chrX,1386152.0,1392113.0,False,False,1.883362605183036,1.5727975533379002,-0.73135406
CLIC1,ENSG00000213719.8_3,Gene Expression,GRCh37_liftover_v28,False,chr6,31730581.0,31739763.0,True,False,1.8779819490808956,1.4957171521023072,-0.8089669
CSTB,ENSG00000160213.6_2,Gene Expression,GRCh37_liftover_v28,False,chr21,43772511.0,43776330.0,True,True,1.8666256168725115,2.9985111564620266,0.70420736
TUBA1B,ENSG00000123416.15_4,Gene Expression,GRCh37_liftover_v28,False,chr12,49127782.0,49131397.0,True,True,1.8635749618355388,3.0175603578717642,0.72338814
SEC61B,ENSG00000106803.9_2,Gene Expression,GRCh37_liftover_v28,False,chr9,99222064.0,99230615.0,True,False,1.8615094591743186,1.882579614762779,-0.41943222
S100A10,ENSG00000197747.8_2,Gene Expression,GRCh37_liftover_v28,False,chr1,151982915.0,151993859.0,True,False,1.8524041902272101,2.3758382525113353,0.07723348
CCL3,ENSG00000277632.1_2,Gene Expression,GRCh37_liftover_v28,False,chr17,36088256.0,36090169.0,True,True,1.849907784980901,4.039735736791108,1.7526239
SUMO2,ENSG00000188612.11_3,Gene Expression,GRCh37_liftover_v28,False,chr17,75165586.0,75182959.0,True,False,1.8497982300327969,1.2903806658450578,-1.0157217
UBL5,ENSG00000198258.10_2,Gene Expression,GRCh37_liftover_v28,False,chr19,9827892.0,9830115.0,True,False,1.839781412005539,1.1936752468633836,-0.96716624
HCST,ENSG00000126264.9_2,Gene Expression,GRCh37_liftover_v28,False,chr19,35902529.0,35904377.0,True,False,1.8384354610296585,2.1184450727362636,0.2563453
COTL1,ENSG00000103187.7_2,Gene Expression,GRCh37_liftover_v28,False,chr16,84565596.0,84618078.0,True,False,1.8301269495782524,2.07768060208043,0.20241211
TPI1,ENSG00000111669.14_3,Gene Expression,GRCh37_liftover_v28,False,chr12,6867119.0,6870948.0,True,False,1.825259861124832,1.9921276100357848,0.0892217
COX6C,ENSG00000164919.10_3,Gene Expression,GRCh37_liftover_v28,False,chr8,99873200.0,99893707.0,True,False,1.8245040946705393,1.2315875333460462,-0.9170066
CALM2,ENSG00000143933.16_3,Gene Expression,GRCh37_liftover_v28,False,chr2,47160084.0,47176921.0,True,False,1.8198867359505635,1.6015767207054465,-0.42749447
PPDPF,ENSG00000125534.9_3,Gene Expression,GRCh37_liftover_v28,False,chr20,63520765.0,63522206.0,True,False,1.8194683273491365,1.7821409019278835,-0.18860005
PRDX1,ENSG00000117450.13_2,Gene Expression,GRCh37_liftover_v28,False,chr1,45510914.0,45542732.0,True,False,1.8094537098575192,2.1547485735929084,0.30437645
HSP90AB1,ENSG00000096384.19_2,Gene Expression,GRCh37_liftover_v28,False,chr6,44246166.0,44253888.0,True,False,1.8065162720208325,1.787768264693025,-0.18115479
HNRNPA2B1,ENSG00000122566.20_3,Gene Expression,GRCh37_liftover_v28,False,chr7,26171151.0,26201529.0,True,False,1.8050370576214851,1.4258123247713905,-0.6600386
HLA-DQA1,ENSG00000196735.11_3,Gene Expression,GRCh37_liftover_v28,False,chr6,32628179.0,32647062.0,True,True,1.8031012429582451,3.261348535304321,1.7684574
SPCS2,ENSG00000118363.11_4,Gene Expression,GRCh37_liftover_v28,False,chr11,74949261.0,74979033.0,True,False,1.802921301570096,2.1737041141961084,0.3294555
BTG2,ENSG00000159388.5_2,Gene Expression,GRCh37_liftover_v28,False,chr1,203305491.0,203309602.0,True,True,1.8023269697044646,2.5850923807283936,0.87374043
ELOB,ENSG00000103363.14_2,Gene Expression,GRCh37_liftover_v28,False,chr16,2771414.0,2777289.0,True,False,1.7975949303666314,1.1810576021657961,-0.98385996
TMBIM6,ENSG00000139644.12_5,Gene Expression,GRCh37_liftover_v28,False,chr12,49707725.0,49764934.0,True,False,1.7940988043810202,1.3962365476309604,-0.6991686
COX6B1,ENSG00000126267.8_2,Gene Expression,GRCh37_liftover_v28,False,chr19,35648323.0,35658782.0,True,False,1.7898366379425688,1.17380093521385,-0.99346083
SEC61G,ENSG00000132432.13_2,Gene Expression,GRCh37_liftover_v28,False,chr7,54752250.0,54759974.0,True,False,1.785716806678258,1.7281036773390799,-0.2600937
UQCR11,ENSG00000127540.11_3,Gene Expression,GRCh37_liftover_v28,False,chr19,1597169.0,1605473.0,True,False,1.7833037479232354,1.250899785320684,-0.89145565
SPCS1,ENSG00000114902.13_3,Gene Expression,GRCh37_liftover_v28,False,chr3,52704955.0,52711148.0,True,False,1.7831618130293978,2.0250635563144246,0.13279742
TYMP,ENSG00000025708.13_3,Gene Expression,GRCh37_liftover_v28,False,chr22,50525752.0,50530032.0,True,True,1.7737662902279698,2.3534789469140356,0.56730556
PTPRC,ENSG00000081237.19_4,Gene Expression,GRCh37_liftover_v28,False,chr1,198638457.0,198757476.0,True,False,1.770344109850156,1.9121333463032428,-0.016614264
LTB,ENSG00000227507.2_2,Gene Expression,GRCh37_liftover_v28,False,chr6,31580525.0,31582522.0,True,True,1.762678543793977,3.6554653221912408,2.2898915
DYNLL1,ENSG00000088986.10_3,Gene Expression,GRCh37_liftover_v28,False,chr12,120469850.0,120498493.0,True,False,1.7593507991304742,1.421831048277834,-0.665306
RPS27L,ENSG00000185088.13_2,Gene Expression,GRCh37_liftover_v28,False,chr15,63125872.0,63158021.0,True,False,1.757850665066905,1.6467919787806073,-0.36767268
ENO1,ENSG00000074800.14_4,Gene Expression,GRCh37_liftover_v28,False,chr1,8861000.0,8879190.0,True,False,1.743936986445913,2.0125246172775326,0.116207846
MYL12B,ENSG00000118680.12_2,Gene Expression,GRCh37_liftover_v28,False,chr18,3261479.0,3278461.0,True,False,1.7437633354211106,1.4847875201013008,-0.58201176
TMEM258,ENSG00000134825.15_3,Gene Expression,GRCh37_liftover_v28,False,chr11,61768501.0,61792802.0,True,False,1.7433157969316768,1.5755206702005482,-0.4619678
PPIB,ENSG00000166794.4_2,Gene Expression,GRCh37_liftover_v28,False,chr15,64155740.0,64163134.0,True,False,1.7432836002840835,1.8872092231848294,-0.049589988
ALOX5AP,ENSG00000132965.9_2,Gene Expression,GRCh37_liftover_v28,False,chr13,30713478.0,30764426.0,True,True,1.738272603690303,2.4262268951454207,0.6635544
RHOA,ENSG00000067560.10_3,Gene Expression,GRCh37_liftover_v28,False,chr3,49359139.0,49412998.0,True,False,1.737341246100822,1.3660335954935903,-0.7391285
SARAF,ENSG00000133872.13_5,Gene Expression,GRCh37_liftover_v28,False,chr8,30063003.0,30083208.0,True,False,1.728576060523705,1.4536137428774998,-0.6232561
GSTP1,ENSG00000084207.16_3,Gene Expression,GRCh37_liftover_v28,False,chr11,67583742.0,67586656.0,True,False,1.724106830282972,1.8318486766576028,-0.12283445
CALR,ENSG00000179218.13_2,Gene Expression,GRCh37_liftover_v28,False,chr19,12938578.0,12944489.0,True,False,1.7168476638510566,1.7063659967198663,-0.28885362
RNASE1,ENSG00000129538.13_2,Gene Expression,GRCh37_liftover_v28,False,chr14,20801228.0,20802855.0,True,True,1.7141721187154086,3.9747981536321095,2.712383
LDHA,ENSG00000134333.13_3,Gene Expression,GRCh37_liftover_v28,False,chr11,18394560.0,18408425.0,True,False,1.708047933357412,1.967896735661257,0.05716318
PSMA7,ENSG00000101182.14_3,Gene Expression,GRCh37_liftover_v28,False,chr20,62136733.0,62143440.0,True,False,1.7072529145522632,1.3331839931002583,-0.78259
CKLF,ENSG00000217555.12_4,Gene Expression,GRCh37_liftover_v28,False,chr16,66552563.0,66566251.0,True,False,1.7038991602877651,2.028373192159597,0.13717622
SERP1,ENSG00000120742.10_2,Gene Expression,GRCh37_liftover_v28,False,chr3,150541998.0,150603228.0,True,False,1.697055258127595,1.688638758726262,-0.31230754
SEC11C,ENSG00000166562.8_2,Gene Expression,GRCh37_liftover_v28,False,chr18,59139866.0,59158832.0,True,True,1.6954205305122347,2.6918847207033783,1.0150315
EDF1,ENSG00000107223.12_2,Gene Expression,GRCh37_liftover_v28,False,chr9,136862119.0,136866308.0,True,False,1.6929712133952897,1.2078042550280124,-0.9484729
HMGN2,ENSG00000198830.10_2,Gene Expression,GRCh37_liftover_v28,False,chr1,26472440.0,26476642.0,True,False,1.6919131976582014,2.2818828434531673,0.47258076
TMEM59,ENSG00000116209.11_3,Gene Expression,GRCh37_liftover_v28,False,chr1,54026681.0,54053504.0,True,False,1.6847543480162122,1.7963118954661783,-0.16985118
COMMD6,ENSG00000188243.12_2,Gene Expression,GRCh37_liftover_v28,False,chr13,75525214.0,75549439.0,True,False,1.6844415282466707,1.4304570766007374,-0.65389335
DERL3,ENSG00000099958.14_2,Gene Expression,GRCh37_liftover_v28,False,chr22,23834503.0,23839128.0,True,True,1.6814694814357187,3.3930055299167154,1.9426454
PSME1,ENSG00000092010.14_2,Gene Expression,GRCh37_liftover_v28,False,chr14,24136163.0,24138967.0,True,False,1.6804422283730722,1.3786967870870606,-0.72237456
ATP6V0E1,ENSG00000113732.8_3,Gene Expression,GRCh37_liftover_v28,False,chr5,172983771.0,173035445.0,True,False,1.674854121122913,1.3477016408506273,-0.7633825
UQCRH,ENSG00000173660.11_2,Gene Expression,GRCh37_liftover_v28,False,chr1,46303698.0,46316776.0,True,False,1.6728220727205216,1.2741287107575279,-0.8607227
COX8A,ENSG00000176340.3_3,Gene Expression,GRCh37_liftover_v28,False,chr11,63974620.0,63976543.0,True,False,1.6645186796059506,1.3060104038941196,-0.8185418
CTSS,ENSG00000163131.10_3,Gene Expression,GRCh37_liftover_v28,False,chr1,150730079.0,150765957.0,True,True,1.6594156163896834,2.5784912234560258,0.8650068
CTSC,ENSG00000109861.15_2,Gene Expression,GRCh37_liftover_v28,False,chr11,88265069.0,88359684.0,True,True,1.6550993456941558,2.313309384900482,0.51415944
IL7R,ENSG00000168685.14_3,Gene Expression,GRCh37_liftover_v28,False,chr5,35852695.0,35879603.0,True,True,1.6504872286652388,3.0453465203142325,1.4826771
HMGN1,ENSG00000205581.10_2,Gene Expression,GRCh37_liftover_v28,False,chr21,39342315.0,39349647.0,True,False,1.6389783882712319,1.4249003531328708,-0.66124517
LSP1,ENSG00000130592.15_2,Gene Expression,GRCh37_liftover_v28,False,chr11,1850904.0,1892267.0,True,False,1.6354400513519767,1.776896741029396,-0.1955383
PSME2,ENSG00000100911.15_3,Gene Expression,GRCh37_liftover_v28,False,chr14,24143362.0,24147570.0,True,False,1.6341711281556948,1.495872866432919,-0.5673454
CCL18,ENSG00000275385.1_2,Gene Expression,GRCh37_liftover_v28,False,chr17,36064272.0,36072032.0,True,True,1.6339688847201415,5.552259507610569,4.799434
MCL1,ENSG00000143384.12_3,Gene Expression,GRCh37_liftover_v28,False,chr1,150560895.0,150579738.0,True,False,1.6308626763185516,1.5297852784742818,-0.52247775
CCNI,ENSG00000118816.9_3,Gene Expression,GRCh37_liftover_v28,False,chr4,77047155.0,77076309.0,True,False,1.6270880935110263,1.2348173873175654,-0.9127334
CD3E,ENSG00000198851.9_2,Gene Expression,GRCh37_liftover_v28,False,chr11,118304730.0,118316175.0,True,False,1.618981475560452,2.0450292842909734,0.15921296
POMP,ENSG00000132963.7_2,Gene Expression,GRCh37_liftover_v28,False,chr13,28659104.0,28678959.0,True,False,1.617119228436328,1.4748387324187908,-0.5951745
ARPC1B,ENSG00000130429.13_4,Gene Expression,GRCh37_liftover_v28,False,chr7,99374249.0,99394816.0,True,False,1.6113058876786839,1.5991951527601458,-0.4306454
POLR2L,ENSG00000177700.5_2,Gene Expression,GRCh37_liftover_v28,False,chr11,837356.0,842529.0,True,False,1.6026228004698866,1.2772766377274076,-0.8565579
ISG20,ENSG00000172183.14_2,Gene Expression,GRCh37_liftover_v28,False,chr15,88635670.0,88656483.0,True,False,1.5953480150226667,2.0191016380636015,0.124909535
HLA-DQB1,ENSG00000179344.16_4,Gene Expression,GRCh37_liftover_v28,False,chr6,32659467.0,32668383.0,True,True,1.5948064272377356,2.802214602690744,1.1610028
